#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1743277696716280064,0.00639178184792399,-0.012783563695848,0.00106529693584889,0.172106698155403,9.782182993754326,-0.4920238189055167
1743277696721280000,0.00106529693584889,-0.00852237548679113,0.0,0.172106698155403,9.794355733774577,-0.48593747735126613
1743277696726279936,0.0,-0.00852237548679113,-0.003195890923962,0.172106698155403,9.806527893366635,-0.47985142600975417
1743277696731280128,-0.00213059387169778,-0.00426118774339557,-0.00106529693584889,0.172106698155403,9.814391599893787,-0.478074163198471
1743277696736280064,0.00106529693584889,-0.00532648479565978,0.0,0.172106698155403,9.82047777205429,-0.478074163198471
1743277696741280000,-0.00106529693584889,-0.00852237548679113,-0.00532648479565978,0.172106698155403,9.826564234433292,-0.478074163198471
1743277696746289920,0.00106529693584889,0.0,-0.00532648479565978,0.172106698155403,9.82229585658431,-0.478074163198471
1743277696751290112,-0.00106529693584889,-0.003195890923962,-0.00745707890018821,0.172106698155403,9.810130870489605,-0.478074163198471
1743277696756290048,0.0,-0.00852237548679113,-0.00106529693584889,0.172106698155403,9.797966464453363,-0.478074163198471
1743277696761289984,-0.00106529693584889,-0.00532648479565978,-0.00532648479565978,0.172106698155403,9.79095935821533,-0.478074163198471
1743277696766289920,0.0,-0.00639178184792399,-0.00426118774339557,0.172106698155403,9.79095935821533,-0.478074163198471
1743277696771290112,-0.00106529693584889,-0.00532648479565978,-0.00639178184792399,0.172106698155403,9.79095935821533,-0.478074163198471
1743277696776300032,0.00106529693584889,-0.00426118774339557,-0.00532648479565978,0.172106698155403,9.79095935821533,-0.4798026702696667
1743277696781299968,-0.00106529693584889,-0.00639178184792399,-0.003195890923962,0.172106698155403,9.79095935821533,-0.4858890118239173
1743277696786299904,0.003195890923962,-0.00106529693584889,0.0,0.172106698155403,9.79095935821533,-0.49197506316542927
1743277696791300096,-0.00106529693584889,-0.00532648479565978,-0.00426118774339557,0.17297096413375382,9.79095935821533,-0.49806141648897234
1743277696796300032,0.00106529693584889,-0.00106529693584889,-0.003195890923962,0.1790571030968146,9.79095935821533,-0.5041475507095416
1743277696801309952,0.003195890923962,-0.00745707890018821,-0.003195890923962,0.18515572138729952,9.79095935821533,-0.5102461642478109
1743277696806309888,0.00213059387169778,-0.00852237548679113,0.00106529693584889,0.19121748231432908,9.79095935821533,-0.5162957315163232
1743277696811310080,0.00213059387169778,-0.003195890923962,0.003195890923962,0.18513114550272414,9.79095935821533,-0.5041230578931133
1743277696816310016,0.00426118774339557,-0.003195890923962,-0.00532648479565978,0.17904509890363166,9.79095935821533,-0.4919509646949283
1743277696821309952,0.0,-0.00532648479565978,-0.003195890923962,0.1729587620920267,9.79095935821533,-0.47977829107171843
1743277696826309888,-0.00106529693584889,-0.003195890923962,-0.00745707890018821,0.17734076025062026,9.79095935821533,-0.478074163198471
1743277696831320064,-0.00106529693584889,-0.00532648479565978,-0.00426118774339557,0.18343937854110517,9.79095935821533,-0.478074163198471
1743277696836320000,0.003195890923962,-0.00532648479565978,0.00106529693584889,0.18952551750416596,9.79095935821533,-0.478074163198471
1743277696841319936,0.003195890923962,-0.00745707890018821,-0.00213059387169778,0.18684746230149543,9.79095935821533,-0.4824563755515696
1743277696846319872,-0.00106529693584889,-0.00745707890018821,-0.00426118774339557,0.18076141570240295,9.79095935821533,-0.4885424268930816
1743277696851320064,-0.00213059387169778,-0.00852237548679113,0.00106529693584889,0.174675078890798,9.79095935821533,-0.49462876844733217
1743277696856320000,-0.00213059387169778,-0.00426118774339557,-0.00426118774339557,0.172106698155403,9.79095935821533,-0.4936794291939528
1743277696861329920,-0.00426118774339557,-0.00532648479565978,-0.003195890923962,0.172106698155403,9.79095935821533,-0.4875808061512522
1743277696866329856,0.00213059387169778,-0.00426118774339557,-0.00213059387169778,0.172106698155403,9.79095935821533,-0.4814946624457
1743277696871330048,0.0,-0.003195890923962,-0.00213059387169778,0.172106698155403,9.793625264896287,-0.478074163198471
1743277696876329984,0.00213059387169778,-0.003195890923962,-0.00213059387169778,0.172106698155403,9.799711344692316,-0.478074163198471
1743277696881329920,0.0,-0.00532648479565978,-0.003195890923962,0.172106698155403,9.805797714702441,-0.478074163198471
1743277696886329856,0.00213059387169778,-0.00426118774339557,-0.00745707890018821,0.172106698155403,9.81008243560791,-0.479875541004983
1743277696891340032,-0.003195890923962,-0.003195890923962,-0.003195890923962,0.172106698155403,9.81008243560791,-0.4859741640476836
1743277696896339968,0.00213059387169778,-0.003195890923962,-0.00639178184792399,0.172106698155403,9.81008243560791,-0.49206030775323584
1743277696901339904,0.003195890923962,-0.00852237548679113,-0.00532648479565978,0.172106698155403,9.809132855087544,-0.49624757510333106
1743277696906339840,0.0,-0.00639178184792399,-0.00532648479565978,0.172106698155403,9.803046775291513,-0.4901615237618191
1743277696911340032,0.00106529693584889,-0.00958767253905535,-0.00213059387169778,0.172106698155403,9.79696040528139,-0.48407518220756857
1743277696916340224,0.0,-0.00745707890018821,-0.00532648479565978,0.172106698155403,9.79095935821533,-0.4781594870385088
1743277696921349888,-0.00426118774339557,-0.00852237548679113,-0.00745707890018821,0.172106698155403,9.79095935821533,-0.4842578198640664
1743277696926350080,0.00106529693584889,-0.00852237548679113,0.0,0.172106698155403,9.79095935821533,-0.49034425378676166
1743277696931350016,-0.00106529693584889,-0.00106529693584889,-0.00426118774339557,0.172106698155403,9.79095935821533,-0.4964303974923139
1743277696936350208,0.003195890923962,-0.00426118774339557,-0.00213059387169778,0.172106698155403,9.796278982585234,-0.4918775516852543
1743277696941349888,0.003195890923962,-0.00426118774339557,-0.00213059387169778,0.172106698155403,9.802365062381263,-0.4857915003437424
1743277696946350080,-0.00106529693584889,-0.00532648479565978,-0.00745707890018821,0.172106698155403,9.808451432391388,-0.4797051587894918
1743277696951360000,0.00213059387169778,-0.00213059387169778,0.0,0.17657400715632782,9.81008243560791,-0.48254147568044925
1743277696956360192,0.00106529693584889,-0.00639178184792399,-0.003195890923962,0.18266043633630544,9.81008243560791,-0.48862790960314445
1743277696961359872,0.00106529693584889,-0.003195890923962,-0.00213059387169778,0.18874657529936623,9.81008243560791,-0.49471405330869667
1743277696966360064,-0.00213059387169778,-0.00426118774339557,-0.003195890923962,0.18762639268497566,9.81008243560791,-0.49359386982142817
1743277696971360000,-0.00213059387169778,-0.00213059387169778,-0.00745707890018821,0.18154034608588318,9.81008243560791,-0.48750781847991626
1743277696976370176,0.00106529693584889,-0.00639178184792399,-0.00213059387169778,0.17544182034875433,9.81008243560791,-0.4814092879906438
1743277696981369856,-0.00106529693584889,-0.00852237548679113,-0.003195890923962,0.172106698155403,9.807331496196982,-0.4808250897478102
1743277696986370048,-0.00106529693584889,-0.00213059387169778,-0.00106529693584889,0.172106698155403,9.801245126186856,-0.48691143130206077
1743277696991369984,0.00213059387169778,-0.003195890923962,-0.00958767253905535,0.172106698155403,9.795159046390827,-0.49299748264357274
1743277696996370176,0.00213059387169778,-0.00426118774339557,0.00106529693584889,0.172106698155403,9.79095935821533,-0.4953104495375322
1743277697001369856,-0.003195890923962,-0.00532648479565978,-0.003195890923962,0.172106698155403,9.79095935821533,-0.48922430583198
1743277697006380032,0.0,-0.00106529693584889,-0.00532648479565978,0.172106698155403,9.79095935821533,-0.48312568278927936
1743277697011379968,0.00213059387169778,-0.00958767253905535,-0.00106529693584889,0.17314130576237285,9.79095935821533,-0.47910877161163634
1743277697016380160,0.00213059387169778,-0.00745707890018821,-0.00213059387169778,0.1792276425739778,9.79095935821533,-0.4851951131658869
1743277697021379840,0.0,-0.00852237548679113,-0.003195890923962,0.18531368917307028,9.79095935821533,-0.4912811645073989
1743277697026380032,-0.00213059387169778,-0.00213059387169778,-0.003195890923962,0.19105931390966766,9.79095935821533,-0.4970267937211494
1743277697031379968,0.0,-0.00532648479565978,-0.00426118774339557,0.18497317494660687,9.79095935821533,-0.49094065001559717
1743277697036390144,0.00213059387169778,-0.003195890923962,-0.00106529693584889,0.17887455665612195,9.79095935821533,-0.4848420269728966
1743277697041389824,0.00106529693584889,-0.00532648479565978,-0.00532648479565978,0.1727884176930612,9.79095935821533,-0.4787558832673443
1743277697046390016,0.0,-0.00106529693584889,-0.00213059387169778,0.1775113257752065,9.79095935821533,-0.4834787950297131
1743277697051389952,0.0,-0.00426118774339557,-0.00426118774339557,0.183597372374299,9.79095935821533,-0.48956484637122505
1743277697056390144,0.00213059387169778,-0.00958767253905535,-0.00213059387169778,0.18968370918590394,9.79095935821533,-0.4956511879254756
1743277697061389824,-0.00426118774339557,-0.00213059387169778,-0.00745707890018821,0.1866895177928012,9.795499536427094,-0.497197151184082
1743277697066400000,0.00426118774339557,-0.00745707890018821,-0.00532648479565978,0.1805908995023163,9.801598187983089,-0.497197151184082
1743277697071399936,0.003195890923962,-0.00426118774339557,-0.003195890923962,0.1745047605392555,9.807684360143591,-0.497197151184082
1743277697076400128,0.00213059387169778,-0.00745707890018821,-0.00213059387169778,0.172106698155403,9.81008243560791,-0.5008854591310782
1743277697081399808,0.00106529693584889,-0.00639178184792399,-0.00426118774339557,0.172106698155403,9.81008243560791,-0.5069715009877512
1743277697086400000,0.00213059387169778,-0.003195890923962,-0.00213059387169778,0.172106698155403,9.81008243560791,-0.5130578330567106
1743277697091399936,0.0,-0.00639178184792399,-0.00532648479565978,0.172106698155403,9.81008243560791,-0.5106724881656561
1743277697096410112,0.003195890923962,-0.00213059387169778,-0.00213059387169778,0.172106698155403,9.81008243560791,-0.4984752515846863
1743277697101409792,-0.00106529693584889,-0.003195890923962,-0.003195890923962,0.172106698155403,9.81008243560791,-0.48630297365856473
1743277697106409984,0.00213059387169778,-0.00426118774339557,-0.00426118774339557,0.1740786921776639,9.808110430829215,-0.478074163198471
1743277697111409920,0.00213059387169778,-0.003195890923962,-0.00106529693584889,0.18016473877675637,9.802024351033184,-0.478074163198471
1743277697116410112,0.00106529693584889,-0.0106529695913196,-0.00426118774339557,0.18625107558836135,9.79593798102306,-0.478074163198471
1743277697121420032,0.00213059387169778,-0.00532648479565978,-0.00106529693584889,0.191229671239853,9.79095935821533,-0.478074163198471
1743277697126419968,-0.00106529693584889,-0.00745707890018821,-0.00106529693584889,0.191229671239853,9.79095935821533,-0.478074163198471
1743277697131419904,-0.00213059387169778,-0.00745707890018821,-0.00532648479565978,0.191229671239853,9.79095935821533,-0.478074163198471
1743277697136420096,-0.00106529693584889,-0.00213059387169778,-0.00106529693584889,0.191229671239853,9.790703679597224,-0.47832984062119155
1743277697141419776,0.0,-0.00426118774339557,-0.00426118774339557,0.191229671239853,9.784617599801194,-0.4844158919627035
1743277697146419968,0.00106529693584889,-0.003195890923962,0.0,0.191229671239853,9.778531229791069,-0.49050223351695404
1743277697151429888,0.00532648479565978,-0.003195890923962,-0.00426118774339557,0.191229671239853,9.77243296100303,-0.4966004737934879
1743277697156430080,0.003195890923962,-0.00532648479565978,-0.00639178184792399,0.18576777960994637,9.77729820224508,-0.49173525529811507
1743277697161429760,0.00106529693584889,-0.00213059387169778,-0.00426118774339557,0.17971251795997956,9.783353496924065,-0.4856799889297173
1743277697166429952,-0.00213059387169778,0.0,-0.003195890923962,0.17365696756547747,9.78940908034916,-0.4796244338165592
1743277697171430144,-0.003195890923962,-0.00532648479565978,-0.00213059387169778,0.17663784088944512,9.79095935821533,-0.4826053094633076
1743277697176430080,-0.00213059387169778,-0.003195890923962,-0.00213059387169778,0.18272786167234564,9.79095935821533,-0.4886953349917244
1743277697181519872,0.0,-0.00426118774339557,-0.00106529693584889,0.18892765441919337,9.79095935821533,-0.4948951325696258
1743277697186520064,0.003195890923962,0.0,-0.00639178184792399,0.191229671239853,9.794745201090691,-0.49341132600883886
1743277697191520000,-0.00106529693584889,-0.003195890923962,-0.00213059387169778,0.191229671239853,9.800831280886722,-0.4873252746673269
1743277697196520192,0.00532648479565978,-0.00639178184792399,0.0,0.191229671239853,9.806917650896848,-0.4812389331130763
1743277697201519872,0.00106529693584889,-0.00852237548679113,-0.00213059387169778,0.18830834775493716,9.807161096188349,-0.478074163198471
1743277697206530048,0.00213059387169778,-0.00852237548679113,-0.003195890923962,0.18220972946445224,9.801062444632354,-0.478074163198471
1743277697211529984,0.00213059387169778,-0.00639178184792399,-0.00426118774339557,0.17612359050139148,9.794976272471851,-0.478074163198471
1743277697216530176,-0.00213059387169778,0.00106529693584889,-0.00532648479565978,0.17417620358185518,9.79095935821533,-0.478074163198471
1743277697221529856,0.003195890923962,-0.00852237548679113,-0.00213059387169778,0.18026225018094766,9.79095935821533,-0.478074163198471
1743277697226530048,0.00213059387169778,-0.012783563695848,-0.00106529693584889,0.1863485869925526,9.79095935821533,-0.478074163198471
1743277697231539968,-0.00106529693584889,-0.00532648479565978,-0.00426118774339557,0.191229671239853,9.792176534603731,-0.47929133389615286
1743277697236540160,0.0,-0.00958767253905535,-0.00213059387169778,0.191229671239853,9.798262996982732,-0.48537776781884806
1743277697241539840,-0.00106529693584889,-0.00532648479565978,-0.00213059387169778,0.191229671239853,9.804349169143235,-0.49146391152440033
1743277697246540032,0.0,-0.00639178184792399,-0.00639178184792399,0.1908764826121721,9.809729245053727,-0.497197151184082
1743277697251539968,0.00106529693584889,-0.00639178184792399,-0.00426118774339557,0.18479043601307965,9.803643165257698,-0.497197151184082
1743277697256540160,0.00213059387169778,-0.00532648479565978,-0.00532648479565978,0.17870409920147468,9.797556795247573,-0.497197151184082
1743277697261549824,0.00426118774339557,-0.00852237548679113,0.0,0.1726058636768583,9.791458526459532,-0.497197151184082
1743277697266550016,-0.00213059387169778,-0.00532648479565978,-0.00426118774339557,0.172106698155403,9.79095935821533,-0.497197151184082
1743277697271549952,0.003195890923962,-0.003195890923962,-0.00639178184792399,0.172106698155403,9.79095935821533,-0.497197151184082
1743277697276550144,0.00213059387169778,-0.00639178184792399,-0.003195890923962,0.172106698155403,9.79095935821533,-0.497197151184082
1743277697281549824,-0.00106529693584889,-0.00532648479565978,-0.00532648479565978,0.172106698155403,9.79095935821533,-0.497197151184082
1743277697286550016,-0.003195890923962,-0.00213059387169778,-0.00745707890018821,0.172106698155403,9.79095935821533,-0.497197151184082
1743277697291559936,0.00213059387169778,-0.00532648479565978,-0.00426118774339557,0.172106698155403,9.79095935821533,-0.497197151184082
1743277697296560128,0.0,-0.003195890923962,-0.00532648479565978,0.172106698155403,9.794842481743418,-0.49331404581093385
1743277697301559808,0.00213059387169778,-0.00532648479565978,-0.00426118774339557,0.172106698155403,9.80092865390392,-0.48722790210538164
1743277697306560000,0.00106529693584889,-0.00745707890018821,-0.00426118774339557,0.172106698155403,9.80701511628292,-0.48114146818268644
1743277697311559936,-0.00213059387169778,-0.00532648479565978,-0.00532648479565978,0.172106698155403,9.81008243560791,-0.478074163198471
1743277697316560128,0.0,-0.00639178184792399,0.0,0.172106698155403,9.81008243560791,-0.478074163198471
1743277697321569792,0.0,-0.00532648479565978,0.00213059387169778,0.172106698155403,9.81008243560791,-0.478074163198471
1743277697326569984,0.00213059387169778,-0.003195890923962,-0.00213059387169778,0.172106698155403,9.81008243560791,-0.48024089150497656
1743277697331569920,0.0,-0.00213059387169778,-0.00532648479565978,0.172106698155403,9.81008243560791,-0.48632694284648853
1743277697336570112,-0.00213059387169778,-0.003195890923962,-0.00213059387169778,0.172106698155403,9.81008243560791,-0.4924132844007391
1743277697341569792,0.00106529693584889,-0.003195890923962,-0.00213059387169778,0.172106698155403,9.81008243560791,-0.49589411630038516
1743277697346579968,-0.00213059387169778,-0.00426118774339557,-0.00106529693584889,0.172106698155403,9.81008243560791,-0.48979160347533385
1743277697351579904,-0.00426118774339557,0.0,-0.003195890923962,0.172106698155403,9.81008243560791,-0.48370157794691704
1743277697356580096,0.0,-0.0106529695913196,-0.00213059387169778,0.172106698155403,9.809619834339736,-0.4785367623038246
1743277697361579776,0.003195890923962,-0.00745707890018821,-0.003195890923962,0.172106698155403,9.803533754543707,-0.48462281364533655
1743277697366579968,0.003195890923962,-0.00639178184792399,-0.00106529693584889,0.172106698155403,9.797447384533582,-0.49070915519958713
1743277697371579904,0.00213059387169778,-0.003195890923962,-0.00426118774339557,0.172106698155403,9.791361304737551,-0.4967952065410991
1743277697376590080,0.0,-0.00852237548679113,-0.00426118774339557,0.172106698155403,9.79095935821533,-0.497197151184082
1743277697381590016,0.003195890923962,-0.00958767253905535,-0.00532648479565978,0.172106698155403,9.79095935821533,-0.497197151184082
1743277697386589952,0.00426118774339557,-0.00745707890018821,-0.00213059387169778,0.172106698155403,9.79095935821533,-0.497197151184082
1743277697391590144,0.0,-0.00426118774339557,-0.00106529693584889,0.172106698155403,9.795795085611136,-0.4923614463969657
1743277697396590080,0.003195890923962,-0.00213059387169778,-0.00213059387169778,0.172106698155403,9.801885047130321,-0.4862715133504478
1743277697401590016,0.0,-0.00106529693584889,-0.003195890923962,0.172106698155403,9.8079752990487,-0.48018128990609266
1743277697406599936,-0.00106529693584889,-0.00639178184792399,-0.00106529693584889,0.172106698155403,9.806089899705377,-0.478074163198471
